Invoice No,Total Invoice Value
557130,24
557131,176
557132,196
557133,288
557134,408
557135,158
557136,424
557137,0
557138,0
557139,0
557140,8
557141,300
C557142,-36
557143,704
557144,531
557145,480
557146,48
557147,416
C557148,-48
557149,4
557150,140
557151,26
557152,12
557153,391
C557154,-24
C557165,-2
C557175,-2
557208,232
557210,171
557211,872
557212,576
557213,160
557214,593
557215,24
557216,30
557217,1389
557218,78
557219,104
557220,24
557221,132
557222,1571
557223,316
C557224,-32
557225,301
557226,140
557227,20
557228,12
557229,10
557230,36
557231,1728
557232,226
557233,261
557235,202
557237,60
557247,1144
557248,160
C557249,-94
557250,52
557251,6
557252,10
557253,10
557254,5
557255,128
557256,152
557257,444
557258,90
557259,136
557260,202
557261,168
557262,115
557263,3666
557264,80
557265,292
557266,85
557267,132
557268,504
C557269,-56
557270,89
557271,456
557272,440
557273,78
557274,430
557275,130
557276,102
557277,94
557278,838
557279,152
557280,120
557281,155
C557282,-4
557283,64
557284,95
557285,515
557286,159
557287,159
C557288,-8
557289,89
557290,0
557291,336
557292,152
557293,212
557294,600
557295,92
557296,67
557297,170
557298,96
557299,455
C557300,0
557301,269
557302,120
557303,70
557304,122
557305,149
557306,218
557307,87
557308,83
557309,170
557310,88
557311,482
557312,313
557313,60
557314,152
557315,106
557316,52
557317,114
557318,261
557319,625
557320,270
557321,96
557322,690
557323,3
557324,1491
557325,294
557326,378
557327,68
557328,123
557329,72
557330,192
557331,24
557332,18
557333,632
557349,212
557350,412
557351,12
557377,3133
C557381,-1216
C557387,-1917
557389,242
557390,0
557397,92
C557405,-30
557406,195
557407,67
C557408,0
557409,420
557410,70
C557411,-46
557412,0
C557413,-5
557414,120
557415,0
557416,72
557417,0
557426,127
557427,896
557428,600
557429,0
557430,300
557431,317
557442,447
C557463,-12
557464,24
C557465,-3
557466,1380
C557467,-12
557468,337
557469,142
557470,504
557471,442
557472,2318
557473,404
557474,242
C557475,-3
557476,281
557477,27
C557478,-12
C557479,-8
557480,317
557481,507
557482,316
557483,218
557484,377
557485,1600
557486,0
C557487,-19
557488,14
557489,384
557490,192
557491,0
557492,48
557493,470
557494,657
557495,101
557496,367
557497,160
557498,80
557499,144
557500,1048
557501,0
557502,1942
557503,374
557504,200
C557505,-15
C557508,-240
557509,400
557510,192
557511,10
C557512,-11
557513,2
557514,109
C557515,-11
C557516,-14
557517,100
557518,25
C557519,-8
C557520,-7
C557521,0
C557522,-8
557523,48
557524,31
557525,443
557526,76
557527,528
557528,371
557529,346
557560,230
C557566,-3
557568,0
557569,254
557570,169
557571,920
557572,620
557573,0
557577,63
557583,0
557595,390
557596,0
557597,0
557598,124
557599,0
557600,0
557601,54
557602,340
557603,214
557604,550
557605,121
557610,4
557611,224
557612,48
557613,0
557614,24
557615,530
557616,135
557617,298
557618,80
557619,123
557620,102
557621,1505
557622,50
557623,16
C557624,-62
557625,290
557626,650
557627,170
557628,1106
C557629,-12
557630,450
557631,298
557632,226
557633,260
557634,137
557635,116
557636,253
C557637,-6
C557638,-545
557639,145
557640,1550
557641,233
557642,351
557643,475
557644,1046
557645,713
C557646,-13
C557647,-12
C557648,0
C557649,-12
C557650,-36
C557651,-27
C557652,-10
C557653,-47
C557654,-14
C557655,-4
C557656,-12
C557657,-16
C557658,-6
C557659,-12
C557660,-8
C557661,-12
557662,6
C557663,-805
C557664,-17
C557665,-10
C557666,-16
557667,240
557668,24
557669,240
557670,288
557671,415
557672,100
557673,895
557674,1038
557675,311
557676,468
557681,165
C557709,-8
557734,208
557735,244
557736,24
557739,23
557742,380
557743,101
557744,222
557745,303
557746,119
557747,177
557748,71
557749,136
557750,136
557751,178
557752,24
557753,166
557754,700
557755,356
557756,0
557757,71
557758,155
557759,358
557760,216
557761,64
557762,336
557763,304
557764,708
557765,58
557766,124
557767,12
557768,3
557769,164
557770,164
557771,270
557772,144
C557773,-4
557774,92
557775,288
557776,416
557777,0
557778,0
C557779,-4
557780,11
557781,42
557782,336
557783,4
557784,0
557785,264
557786,104
557787,129
557788,29
557789,317
557790,294
C557791,-10
557792,276
557793,159
557794,90
557795,808
557796,192
557797,148
557798,444
557799,424
557800,7
557801,418
557802,212
557803,250
557804,212
557805,236
557806,0
C557842,-7
557846,226
557847,0
557848,48
557849,239
557850,180
557851,0
557852,148
557853,470
557854,172
557855,83
557856,30
557857,78
557858,162
557859,125
557860,140
557861,151
557864,66
557869,4
557870,170
557871,212
557872,266
557873,12
C557874,-1
557875,228
C557876,-12
557877,113
557878,733
C557879,-4
557880,1
557881,108
C557882,0
C557883,-4
557884,114
557885,272
557886,445
557887,18
557888,108
557889,352
C557890,-6
557891,480
557892,327
557893,220
557894,228
C557895,-125
557896,90
557897,271
557898,309
557900,436
C557927,-10
557933,377
557935,354
557936,12
557937,1069
557938,1217
557939,312
557940,100
C557941,-484
557942,96
C557943,-9
C557944,-6
C557945,-2
C557946,-17
C557947,-40
557948,84
557949,294
557950,122
557951,172
557952,165
557953,12
557954,670
557955,186
557956,125
557957,435
557958,250
557959,186
557960,98
557961,181
557962,586
557963,244
557964,194
C557965,-3
557966,512
557967,372
557968,612
557969,0
557970,38
C557971,-9
557972,163
557973,170
557974,265
557975,328
557976,68
557995,150
558006,117
558027,188
558028,212
C558029,-4
558030,132
558031,140
558032,0
558033,0
558034,0
558035,262
C558036,-5791
C558037,-4534
558038,152
558039,46
558040,116
558041,288
558042,162
558043,502
558044,94
558045,458
558046,368
558047,542
C558048,-542
558049,22
558053,236
558054,18
558055,0
558056,144
558057,504
558058,226
C558059,-6
C558060,-1
C558061,-4
558062,428
558063,221
558064,6
558065,56
558066,893
558067,606
558068,1147
558069,48
558070,0
558073,198
558074,500
558075,423
558076,820
558077,396
558078,24
558079,118
C558080,-23
C558081,-42
C558082,-32
558083,78
558084,256
558085,316
558086,163
558087,28
C558088,-90
558089,440
558090,78
C558091,-65
558092,165
558093,90
558094,116
C558095,-144
558096,440
C558097,-53
558098,164
558099,605
558100,335
558101,162
558102,153
558103,344
558104,154
558105,236
C558106,-12
558107,96
558108,76
558109,30
C558110,-311
558111,41
C558112,-41
558113,488
558114,150
558115,418
558116,802
558117,231
558118,420
558119,695
558120,198
558121,136
558122,196
558123,344
558124,142
558125,768
558126,548
558127,360
C558128,-6
C558129,-14
558159,111
558181,186
558182,342
558183,113
558191,114
C558189,-14
558192,200
558193,624
558194,62
558195,454
558196,481
558197,100
558198,88
558199,136
558200,143
558201,196
C558202,-6
558203,144
558204,168
558232,279
558233,297
558234,12
558235,356
558236,0
558237,327
558238,0
C558239,-3
558240,915
558241,160
558242,1
558243,0
558244,0
558245,0
558246,4
558247,132
558248,380
C558249,-12
C558252,-18
C558253,-12
C558254,-14
C558255,-2
C558256,-16
C558257,-15
C558258,-22
558259,92
558260,272
558261,0
558262,5378
558263,960
558264,70
558265,323
558268,0
558271,268
558276,0
558293,86
558294,288
558295,163
558305,0
558306,0
558307,0
558308,0
558309,0
558310,1168
558311,1792
C558312,-2
C558313,-13
558314,324
558315,1149
558316,374
558317,164
558318,0
558319,235
558321,239
558325,48
C558326,-5
C558327,-48
558328,178
C558329,-24
558330,171
558331,384
558332,52
558333,400
558334,66
558335,168
558336,188
558337,8
558338,140
558339,133
558340,481
558341,120
558342,0
558343,0
558344,0
558345,0
558346,0
C558347,-52
558348,194
C558349,-82
558350,58
558351,214
558352,0
558353,0
C558354,-3
558355,471
558356,12
C558357,-10
558358,93
C558359,-570
C558360,-1
C558361,-13
558362,936
558363,480
C558364,-11
558365,240
558366,480
558367,238
558368,706
558369,0
558370,87
558371,3247
558372,396
558375,264
558376,0
558377,0
558378,0
558379,0
558381,600
558382,207
558383,204
558384,360
558385,320
558386,0
558387,96
558388,522
558389,170
558390,344
C558405,-64
558416,227
558417,1970
558418,162
558419,212
558420,149
558421,36
C558422,-49
C558423,-2
558430,216
558431,90
558432,236
C558433,-4
C558434,-7
558435,324
C558436,0
558437,110
C558438,-7
558440,30
C558439,-36
558441,104
558442,92
558443,280
C558444,-19
558445,0
558446,0
558447,582
558448,0
558449,0
558450,0
558451,0
558452,191
558453,0
558454,260
558455,220
558456,42
558457,0
558458,115
558459,59
558460,286
558461,124
558462,187
C558463,-8
558464,0
C558465,-3
C558466,-12
558467,136
C558468,-8
C558469,-16
558470,132
C558471,-1
558472,264
558473,80
558474,192
558475,6347
558476,0
558477,0
558478,84
558479,103
558480,114
558481,394
558482,0
558483,174
558484,516
558485,25
558501,461
558520,0
C558521,-20
C558522,-20
558523,2105
558524,144
C558525,-7
558526,11064
558527,1
558528,560
558529,16
C558530,-16
C558531,-12
558532,240
558533,372
558534,308
558535,214
558536,1100
558537,262
558538,138
558539,308
558540,2115
558542,276
558552,1188
C558553,-576
558554,2304
558555,106
558556,79
558557,364
558558,219
C558559,-7
558560,5
558561,184
558562,142
558563,225
558564,352
558565,72
558566,26
558567,238
558568,264
558569,4
558570,76
558571,438
558572,190
558573,24
558574,60
C558575,-24
558608,234
558610,13
558611,28
558612,828
558613,572
558614,2129
C558615,0
558616,186
558619,164
558620,127
558621,36
558622,98
558623,87
558624,16
558625,170
558626,82
558627,310
558628,596
558629,24
558630,465
558631,131
558632,120
558633,198
558634,238
558635,65
558636,135
558637,8
558638,324
558639,258
558640,88
558641,676
558642,300
558643,390
558644,662
558647,312
558653,12
558663,0
558671,204
558679,85
558680,195
558681,226
558682,455
558683,402
558684,616
558685,214
558686,144
558687,126
558696,421
558697,4
C558698,-1
558699,122
558700,123
558701,90
558702,110
558703,190
558704,520
558705,20
558706,376
558707,44
558708,8
558709,404
558710,27
558711,11
C558712,-18
558713,37
558714,32
558715,116
558717,42
C558716,-32
558718,60
558719,312
558720,8
558721,8
C558722,-144
558723,0
558724,0
558725,0
C558726,-57
C558727,-30
558728,0
558729,240
558730,0
558731,468
558732,0
C558733,-12
558734,9
C558735,-12
C558736,-16
558737,11
558738,190
C558739,0
558740,87
558741,0
558742,0
558743,0
C558745,-25
558746,158
558747,282
558748,72
558749,129
558750,308
558751,336
558752,190
C558753,-13
558754,249
558755,115
558756,239
558757,169
558758,76
558759,169
558760,165
558761,115
558762,381
558763,109
C558764,-32
558765,52
558766,215
558767,322
558768,76
558769,83
558770,83
558771,157
558772,118
558773,65
558774,1966
558775,6800
558776,4800
558777,4608
558778,296
558779,80
558808,168
558809,474
558810,793
558811,174
558812,538
558813,320
558814,143
558835,194
558837,424
558841,30
C558859,-7
558860,179
558861,796
558862,1089
558863,197
558864,682
558865,132
558866,56
558867,92
558868,144
558869,12
558870,912
558871,3138
558872,194
558873,298
558874,64
558875,112
558876,250
558877,152
558878,76
558879,254
558880,64
558881,550
C558882,-11
C558883,-24
C558884,-8
558885,172
558886,34
558887,364
558888,510
558889,0
558890,0
558891,48
558892,97
558893,28
558894,90
558895,389
558896,13
C558897,-389
C558898,-20
C558899,-5
558900,52
C558901,-4
558902,617
C558903,0
558904,1931
C558905,-13
558906,191
558908,365
558909,604
558910,972
558911,246
558912,25
558913,0
558914,0
558915,0
558916,536
558917,816
558918,91
558919,397
558920,88
558921,20
558922,124
558923,78
558924,137
558925,12
558926,365
558927,260
558933,243
558959,288
558963,732
558964,276
C558969,-12
558970,74
558990,24
558991,79
558992,210
558993,327
558994,312
558995,208
558996,120
558999,150
559000,179
559001,248
559002,0
C559003,-18
559004,522
559005,226
559006,224
C559007,-32
C559008,-6
559009,546
559010,187
559011,545
C559012,-24
559013,30
559014,196
559015,316
559016,570
559017,283
559018,133
C559019,-108
559020,16
559021,476
C559022,-3
559023,384
559024,150
559025,160
559026,60
559027,406
559028,212
559029,0
C559030,-25
559032,1416
C559031,0
C559033,-10
559034,226
559035,107
559036,461
559037,0
559038,3242
559039,436
559040,136
559041,110
559042,266
559043,551
559044,200
559045,120
559046,50
559047,324
559048,0
C559049,-16
559050,128
559051,1171
559052,3345
559055,3172
559056,207
559057,348
559058,492
559060,136
C559059,-15
559061,130
559062,156
559063,92
559064,214
559068,152
559070,81
C559079,-5
559091,178
559092,138
559095,261
559096,344
559097,64
559098,384
559106,109
C559105,-16
559107,50
559108,192
559109,172
559110,480
559111,0
559112,152
559113,0
559120,292
559121,188
559122,164
559123,129
559124,274
559125,322
559126,10
559127,290
559128,152
559129,112
559130,244
559131,135
559132,130
559133,475
559134,748
559135,64
C559136,-10
559137,0
559138,131
559139,268
C559140,-12
559141,405
559142,310
559143,54
559144,220
559145,1142
559146,542
559147,0
559148,64
C559149,-22
559150,186
559151,438
559152,46
559153,244
559154,91
559155,68
559156,72
559157,214
559158,199
559160,150
559161,5
559162,1223
559163,1481
559164,332
559165,34
559166,0
559167,403
559168,100
559169,12
559170,133
559171,257
559172,60
559173,305
559174,212
C559175,-44
559185,12
559187,44
C559189,0
C559193,-1
559199,288
559200,259
559201,88
559202,418
559203,800
559204,640
559205,168
559206,111
559237,336
C559252,-136
C559253,-21
559254,200
559255,0
559256,543
559289,340
559293,21
C559294,-40
559295,219
559296,0
559297,242
559298,572
559299,126
559300,136
559301,244
559302,100
C559303,-4
559304,24
559305,101
559306,128
559307,229
559308,182
C559309,-12
559310,750
559311,1404
559312,89
559313,182
559314,0
559315,415
559316,220
559317,207
559318,69
559319,0
559320,76
559321,288
559322,1516
559323,120
559324,96
559325,138
559326,128
559327,146
559328,108
559329,78
559330,252
559331,248
559332,106
559333,0
C559334,-24
559335,0
559336,36
559337,1814
559338,1898
559339,60
559340,258
559341,356
559342,398
559343,4
C559344,-15
C559345,-408
559346,116
C559347,-107
C559348,-1
559349,202
559350,238
C559351,-48
559352,102
559353,60
559354,253
559355,88
559356,663
559357,1922
559358,84
559359,62
559360,82
559361,199
559362,498
559363,144
559364,632
559365,0
559366,300
559367,225
559368,170
559369,260
559370,68
559371,178
559372,483
559373,0
559374,0
559375,0
559376,0
559377,0
559378,0
559379,0
559390,0
559398,0
559401,152
559402,0
559405,0
559410,0
559414,0
C559417,-4
559418,378
559419,272
559420,185
559421,222
559422,228
559423,0
559424,403
559436,49
559441,196
559455,104
559456,12
559457,618
559458,104
559459,259
559460,184
C559461,-30
559462,292
559463,25
559464,124
559465,2580
559466,30
C559467,-4
C559468,-13
559469,216
C559470,-8
559471,98
559472,8
C559473,-2
C559474,-6
559477,264
C559486,-73
559488,697
559489,224
559490,15
559491,594
559492,256
559493,535
559494,257
559496,51
559497,515
C559495,-4
C559498,-12
559499,2047
C559500,-12
559501,25
C559502,-33
559503,0
559504,21
559505,371
559506,1863
559507,68
559508,80
559509,21
559510,442
559511,0
559512,284
559513,184
559514,204
559515,123
559516,252
559517,77
559518,334
559519,600
559520,8
559521,394
559522,5
559523,88
559524,36
559525,287
559526,81
559527,116
559528,345
559529,315
C559530,-125
559532,3
C559531,-16
C559533,-2
C559534,-2
559535,168
559536,79
559537,67
559538,203
559539,285
C559540,-144
559541,36
559542,238
559543,23
559544,18
559545,187
559546,748
559547,272
559548,25
559549,131
559550,99
559551,63
559552,192
559553,252
559554,1410
559555,0
559556,24
559557,714
C559568,-12
559602,0
559603,0
559604,0
559605,294
559606,75
559607,430
C559608,-7
559609,48
559629,179
559636,42
559637,464
559638,140
559639,342
559640,496
559641,166
C559651,-24
559652,219
559653,105
559654,650
559655,0
559656,120
559657,0
559658,24
C559659,-6
559660,431
559661,178
559662,202
C559663,-18
C559664,-2
559665,209
C559666,-3
C559667,-6
559668,132
559669,225
C559670,-5
559671,82
559672,348
559673,840
559674,247
C559675,0
559676,916
559677,12
559678,176
559679,600
559680,304
C559681,-50
559682,26
C559683,-8
559684,344
559685,54
559686,75
559687,10
559688,4
559689,41
559690,624
559691,514
559692,14
559693,1851
559694,7
559696,133
559697,55
559698,416
559699,132
559700,1458
559701,1024
559702,608
559703,174
559704,320
C559705,-1
559706,221
559707,412
559708,77
559709,408
559710,112
559711,162
559715,90
559733,158
C559738,-9
C559739,-57
C559740,-3
C559741,-4
C559742,-174
C559743,-2
C559744,-9
559745,79
559746,194
C559747,-5
559751,122
559768,132
559774,72
559782,214
559783,144
559784,668
559790,256
559791,422
559792,0
559793,23
559794,284
559795,28
559796,1519
559797,150
559798,24
559799,84
559800,216
559801,331
559802,629
C559803,0
559804,234
559805,3
559806,370
559807,379
C559808,-1
559809,151
559810,100
559811,208
559812,206
559813,558
559814,248
559815,368
559816,2749
559817,1465
559818,264
559819,238
559821,111
559822,12
559823,32
559824,166
559825,0
559826,96
559827,253
559828,6
C559829,-6
C559830,0
559831,352
559834,147
559835,15
559836,328
559861,127
559862,330
559863,296
559864,222
559865,795
559866,364
559872,32
559876,160
559877,150
559878,308
559879,4
C559880,-20
559881,108
559883,22
559884,206
C559882,-31
559885,36
559886,36
559887,107
559888,184
559889,481
559890,39
559893,456
559894,188
559895,256
559896,149
559897,518
559898,238
559899,218
559900,144
559901,17
559902,51
559903,170
559904,348
559905,122
559906,145
559907,598
C559908,-72
559909,194
559910,26
559911,224
559912,252
559913,12
559914,752
559916,76
C559915,-4383
C559917,-6497
559918,368
559919,816
559920,48
559921,219
559922,462
559923,1924
559924,21
559925,262
559926,24
559927,400
559928,1232
559929,124
559930,408
559931,149
559932,522
559933,216
559934,228
559935,228
559936,48
559937,336
559938,89
C559939,-324
559940,714
559941,1696
559942,912
559943,0
559944,546
559945,18
559946,0
C559947,-100
559948,1048
C559949,-4
C559950,-15
559951,252
C559952,-37
C559953,-12
559979,124
559980,117
559981,439
559982,124
C559983,-168
559984,112
559985,146
559986,76
559987,266
559988,101
559989,420
559990,72
559991,118
C559992,-13
559993,75
560010,158
560018,190
560024,125
560025,89
560026,93
560032,2
560033,601
560034,238
560035,1727
560036,784
560037,0
560038,636
560039,0
560040,0
560041,544
560042,132
C560043,0
C560044,-18
C560045,-8
C560046,-7
560047,144
560048,60
560049,394
560050,29
560051,198
560052,272
560053,193
560078,341
560079,222
560080,2592
560086,184
560087,256
560088,10
560089,66
560090,1285
560091,0
560093,262
560094,219
560095,25
560096,84
560097,205
560098,100
C560099,0
C560100,-7
560101,76
560102,227
560103,101
560104,115
560105,98
560106,511
560107,280
560108,174
560109,42
560110,0
560111,0
560112,0
560113,0
560114,0
560115,133
560116,0
560117,22
560118,286
560119,366
560120,669
560121,7
560122,84
C560123,-4
C560124,0
560125,98
560145,498
C560148,-100
560162,10
560180,145
560181,88
560182,95
560183,56
560184,24
560185,252
560186,95
560187,550
560188,248
C560189,-1
560190,120
560191,48
560199,288
560200,24
560201,308
560202,700
560203,351
560204,120
560205,10
C560206,-20
560207,332
C560208,-15
560209,950
560210,91
560211,428
560212,132
560213,0
560214,0
560215,0
560216,0
560217,0
560218,0
C560219,0
C560220,-12
C560221,-8
560222,155
560223,137
560224,290
560225,2416
560228,0
560229,92
560230,281
560231,143
560232,178
560233,116
560234,1092
560235,126
560236,24
560237,40
560238,198
560239,849
560240,154
560241,66
C560242,-9
C560243,-9
560244,151
560245,130
560246,1094
560247,100
560248,297
560249,94
560250,199
560251,282
560252,75
560253,428
560254,88
560255,608
560256,102
560257,468
560258,384
560259,284
560260,125
560261,118
560262,287
560263,32
560264,314
560265,196
560266,288
560267,104
560268,160
560269,100
560270,93
560271,248
560272,130
560273,258
560274,52
560275,12
560276,66
560277,86
560278,115
560279,143
560280,376
560281,103
560282,224
560283,189
560284,142
560285,460
560286,744
560287,97
560288,400
C560289,-45
560290,312
560291,532
560292,306
560293,491
560294,143
560295,292
560296,476
560297,45
560298,612
560299,462
560300,337
C560301,-1
560302,42
560305,150
C560317,-14
560328,0
560329,0
C560330,-7
C560331,-8
560355,104
560356,276
560357,153
560358,0
560359,167
560360,2758
560361,152
560362,84
560363,82
560364,1368
C560365,-15
560366,266
560367,12
560368,528
C560372,-4287
560373,4287
560381,273
560382,108
560383,232
C560384,-125
560385,231
C560386,-9
560387,130
560388,0
560389,0
C560390,-2
C560391,-2
560392,10
560393,253
560394,436
C560395,-52
C560396,0
560397,241
560398,1248
560399,0
560400,0
560401,0
560402,0
560403,0
560404,0
560405,0
560406,0
560407,0
C560408,-550
C560409,-372
560410,372
560411,550
560412,158
560413,550
C560414,-550
560415,254
560416,12
560417,114
C560418,-717
560419,717
C560420,-1592
560421,1592
560422,258
560423,0
560424,0
560425,0
560426,280
560427,0
560428,0
560429,0
C560430,-611
560431,611
560432,402
560433,1396
560434,2292
C560435,-294
C560436,-705
560437,155
560438,294
560439,705
560440,0
560441,144
560442,95
560443,116
560444,290
560445,8904
560446,240
560447,362
560448,364
560449,228
560450,72
560451,1126
560452,80
560453,708
560454,164
560469,185
560473,374
C560474,-2
560483,150
560491,104
560494,0
560499,274
560500,102
560501,28
560503,257
560504,2613
560523,48
560527,263
C560526,-2
C560533,-4
560534,252
560535,90
560536,81
560537,189
560538,220
560539,329
C560540,-104
560544,49
560545,74
560546,195
560547,485
560548,84
560549,560
560551,83
C560550,-185
560552,465
560553,89
560554,252
560555,65
C560556,-18
560557,98
C560558,-2
C560559,-5
C560560,-14
C560561,-17
560562,131
C560563,-17
C560564,-4
560565,0
560566,332
560567,2955
560568,399
560569,382
560570,8
560571,422
C560572,-112
560573,112
C560574,-106
560575,106
560576,136
560577,389
560578,0
560579,440
560580,7496
560581,240
560582,0
560583,0
560584,89
C560585,-105
560586,576
560587,60
C560588,-4
C560589,-15
560590,840
560591,1
560592,392
560595,512
560596,148
560597,256
560598,254
560599,0
560600,0
560601,120
560602,226
560603,216
560604,372
560605,416
560606,139
560607,276
C560608,-5
560634,224
560635,480
560640,280
560641,96
560642,265
C560643,-3
560644,298
C560645,-451
560646,2000
C560647,-3060
560648,600
C560649,-2
560650,254
560651,451
C560652,-3
C560653,-451
C560654,-5
560658,451
560686,271
C560687,0
560688,106
560689,259
560690,309
560691,378
560692,75
560693,80
560694,662
560695,496
560696,94
560697,96
560698,520
C560699,0
560700,116
560701,171
560710,21
560711,135
560712,89
560713,117
560714,13
560715,108
560716,1238
560717,0
560718,1077
560719,0
560720,16
560721,12
560722,0
560723,232
560724,272
560725,30
560726,47
560727,47
560728,255
560729,3976
560730,0
560731,84
560732,242
C560733,-720
560734,720
C560735,-720
560736,226
560737,0
560742,228
560754,106
560755,280
560772,2383
560773,1900
560775,1
560776,204
560777,331
560778,314
560779,844
560780,760
560781,265
560782,180
560783,516
560790,760
560791,31
560792,630
560805,80
560807,326
C560818,-6
560819,0
560820,58
560821,99
C560822,-770
C560823,-21
560824,98
C560825,-367
560826,464
560827,200
560828,113
560829,168
560830,0
560831,0
C560832,-4
560833,161
560834,452
560839,105
560841,1754
C560842,-12
560843,60
560844,60
560845,208
560853,377
560854,296
C560855,-153
560856,224
560857,0
560858,240
560859,70
C560860,-16
560861,144
560862,188
560863,94
560864,196
560865,28
C560866,-37
560867,0
560868,68
C560869,-66
560870,204
560871,20
560872,202
560873,432
C560874,-12
560875,496
560876,928
C560877,-49
560878,123
560879,40
C560880,-7
560881,44
560882,205
560883,24
560884,600
560885,100
560886,600
560887,1600
560888,266
560889,0
560890,0
560891,134
560892,564
560893,225
560894,610
560895,608
560896,216
560897,96
C560898,-44
C560899,-24
560900,2
560901,598
C560902,-12
C560903,-75
C560904,-8
C560905,-9
560906,138
C560907,-12
560908,32
C560909,-5
C560910,-19
560911,32
C560912,-12
560913,4
560914,217
560915,252
560916,218
560917,763
560918,502
560919,400
560920,290
560921,150
560922,180
560923,0
560924,488
560925,1416
560926,2979
560927,473
560928,261
560929,36
560930,130
560931,161
C560932,-4
560934,244
560937,144
560938,1396
560939,0
560940,0
560941,0
560942,68
560972,336
560974,366
560975,132
560976,12
560977,274
560978,276
560979,178
560980,288
560986,0
C560987,-4
560988,298
560989,559
C560990,-6
560991,628
560992,166
560993,15
560994,32
560995,4
560996,434
560997,509
560998,155
560999,42
561000,2
561001,248
561002,288
561003,20
561004,278
561005,93
561006,404
561007,396
561008,132
561009,256
561010,68
C561011,-3
C561012,-8
C561013,-22
C561016,0
C561017,-14
C561018,-1
C561019,-24
561020,255
561021,271
561022,164
561023,312
561024,546
561025,140
561026,91
561027,1106
561028,182
561029,292
561030,196
561031,12
561032,358
561033,239
561034,139
561035,192
561036,223
561037,364
561038,96
561039,258
561040,394
C561041,-6
561042,240
561043,464
561044,280
561045,49
561046,240
561047,0
561048,576
561049,0
561050,190
561051,5420
561052,480
561053,0
561054,298
561055,0
561056,88
561057,10
561058,314
C561059,-400
561060,120
C561061,-6
561062,18
561063,120
561064,125
561065,90
561066,62
561067,72
561068,354
C561069,-24
561070,102
561071,290
561072,262
561073,744
561074,239
561075,132
561076,304
561077,669
561078,156
561079,246
561080,241
561081,100
561082,0
C561083,0
561084,88
561085,688
561086,0
561087,136
561088,60
561089,77
561090,172
561091,179
561092,200
561093,973
561094,308
561095,354
561096,220
561097,308
561098,470
561099,150
561100,135
561101,0
561102,258
561103,0
561105,346
C561104,-6
561106,370
561107,0
561108,0
561109,120
561110,0
561111,516
561112,103
561113,498
561114,118
561115,215
561116,676
C561117,-120
561118,103
561119,188
561120,180
561125,406
561128,228
561132,51
561147,70
561170,40
561189,92
561190,61
561191,216
561192,340
561193,56
561194,456
561195,322
561196,68
561197,281
561199,300
C561198,-35
561200,63
561201,88
561202,72
561203,190
561204,351
561205,122
561206,255
561207,6
561208,764
561209,2185
C561210,-10
C561211,-1
561214,1204
C561212,-12
561216,120
561217,1465
561218,1033
561219,96
561220,252
561221,144
561222,216
561223,73
561224,500
C561225,-45
561226,161
C561227,-36
561228,72
C561229,-22
C561230,-1
561231,122
C561232,-14
C561233,-9
C561234,0
561236,508
C561235,-5
C561237,-6
C561238,-5
C561239,-8
C561240,-1
561241,120
561242,536
561243,27
561244,72
561245,19
561246,70
561247,334
561248,0
561249,0
561250,0
561251,0
561252,0
561253,0
561254,0
561255,0
561256,0
561257,366
561258,1137
561259,128
561271,0
561280,72
561282,0
561284,66
561288,42
561295,1186
561314,96
C561319,0
561320,156
561321,139
561322,126
561323,0
561324,52
561325,191
561326,0
561327,0
C561328,-34
561329,120
561330,277
561331,87
561332,478
561333,12
561334,88
561352,324
561353,180
561354,0
561355,808
561356,199
C561358,-98
561359,229
561360,248
561361,0
561362,0
561363,159
561364,0
561365,0
561366,240
561367,1365
561368,36
561369,1393
C561370,-4
561371,928
561372,13
561378,50
C561379,-3
C561380,-8
561381,94
561382,154
561383,288
561384,44
561385,64
561386,0
561387,118
561388,2618
561389,374
561390,200
561391,270
561392,0
561393,104
561394,120
561395,274
561396,544
561397,1920
561398,376
561399,668
561430,162
561453,240
561455,128
561462,280
561463,228
C561464,-26
561465,114
561466,132
561467,87
561468,318
C561469,0
561470,124
561471,318
561472,76
561473,488
561474,1590
561475,0
561476,0
561477,0
561478,0
561479,0
561480,0
561481,0
561482,0
561483,0
561484,0
561485,193
561486,0
561487,0
561488,300
561489,0
561490,0
561491,0
561492,0
561493,0
561494,0
561495,0
561496,0
561497,0
561498,0
561499,0
561500,0
561501,0
561502,749
561503,0
561504,0
561505,0
561506,0
561507,832
561508,80
561509,9
C561510,-3
561511,129
561512,168
561513,961
561514,267
561515,1370
561516,3
561517,438
561518,128
561519,44
561520,12
561521,29
561522,14
561523,0
561524,0
561525,0
561526,0
561527,0
561528,344
561529,180
561530,360
561531,316
561532,480
561533,504
561534,355
561535,276
561536,0
561537,399
561538,0
561539,0
561540,0
561541,0
561542,402
561543,0
561544,114
561553,0
561555,0
561557,0
561565,0
561570,88
561583,283
561584,233
561585,84
C561586,-10
C561587,-6
C561588,-10
C561589,-10
C561590,-24
C561591,-9
561592,68
561593,36
561595,614
C561594,-136
C561596,-13
561597,108
C561598,-4
561599,42
561600,218
561601,198
561602,12
561603,218
C561604,-12
561605,264
C561606,-2
561607,474
C561608,-20
561609,0
561610,185
561611,201
C561612,-2
C561613,-26
561614,490
561615,266
561616,284
561617,256
561618,212
C561619,-2
C561620,-8
C561621,-44
C561622,-8
C561623,-20
561624,16
